Tue. Aug. 30, 2016             LANDSAT 5                 Time: 23:50
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L19333577            Path/Row: 014 / 032

L0R Reference Image: L51EDC1011195150100_HDF.162440435
Acquisition Date: Jul 14, 2011

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
014   032   09-23-1999


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

0140320176_01   39.781216  -75.811963    87.145       3.080     0.077     3.015     0.648
0140320178_01   40.324814  -76.011246    78.057       1.537    -3.506     2.167    -3.158
0140320179_01   40.809197  -75.617710   157.267       4.090    -2.088     4.407    -1.295
0140320182_01   40.615281  -73.760014   -30.019      -0.331    -0.398    -0.258    -0.453
0140320183_01   39.935350  -75.131554   -31.000       3.757    -4.182     4.466    -3.410
0140320184_01   40.303536  -74.639447    -4.498      -6.719     1.309    -6.843     0.039
0140320185_01   40.051410  -74.655903     3.968      -3.036     0.721    -3.117     0.144
0140320186_01   40.409024  -74.513721    -3.080      -0.714     0.300    -0.759     0.162
0140320187_01   40.780757  -74.370584    21.494       0.493    -3.496     1.128    -3.343
0140320188_01   40.470472  -75.389520   144.556      -1.749     3.491    -2.360     3.105
0140320189_01   39.950619  -74.778275   -19.052       4.531     3.882     3.728     4.653
0140320190_01   41.070605  -75.782626   392.013      -4.202     3.483    -4.762     2.646
0140320191_01   40.620949  -75.478000    48.317       1.779    -3.121     2.329    -2.735
0140320193_01   40.086216  -74.913316   -28.990       4.285    -0.980     4.390    -0.167
0140320194_01   40.077526  -75.130068    25.598      -2.461    -2.972    -1.864    -3.375
0140320195_01   40.067056  -74.978071   -21.573       5.032     3.125     4.363     4.003
0140320197_01   39.942830  -74.184843   -32.886      -0.113     1.753    -0.441     1.699
0140320198_01   40.472393  -74.857966    14.866      -2.549     1.300    -2.744     0.805
0140320199_01   40.504123  -75.494873   146.230      -4.771    -1.345    -4.432    -2.202
0140320200_01   40.637419  -74.074636   -28.778       1.412     1.055     1.187     1.297
0140320201_01   40.297003  -74.374743    -3.412       1.180     4.323     0.355     4.464
0140320202_01   39.968397  -75.560543    98.338      -2.576     0.540    -2.626     0.053
0140320203_01   40.148954  -75.013971    35.787       4.491     1.283     4.173     2.092
0140320205_01   40.149740  -74.333476     0.859      -0.443     2.855    -0.968     2.721
0140320206_01   39.565970  -74.775314   -17.062       1.913    -3.340     2.497    -2.924
0140320207_01   40.200172  -75.468687    49.100       0.539     0.520     0.437     0.611
0140320208_01   40.909406  -74.123574   -10.782       2.200    -0.036     2.164     0.371
0140320209_01   40.522565  -74.520339    -8.094      -2.016     0.650    -2.103     0.264
0140320210_01   40.209449  -75.569575     8.166       2.089    -0.314     2.114     0.080
0140320211_01   39.936623  -74.811678   -24.896      -2.317     2.886    -2.812     2.404
0140320212_01   39.798738  -74.181290   -31.000      -0.339     1.501    -0.617     1.410
0140320213_01   40.594835  -74.280858   -25.276       0.460     0.164     0.419     0.246
0140320215_01   40.043780  -75.086747    -2.464       4.323    -1.971     4.612    -1.133
0140320216_01   40.217498  -75.296750    75.995       3.923    -1.119     4.062    -0.372
0140320217_01   40.197160  -75.202200    54.415      -0.498     1.849    -0.830     1.723
0140320218_01   40.093001  -75.033668    13.399       5.496     1.641     5.093     2.631
0140320219_01   39.796021  -75.740303    91.852      -0.896    -1.327    -0.629    -1.469
0140320220_01   39.770279  -75.499035    28.196      -2.526    -0.565    -2.373    -1.023
0140320221_01   39.679485  -75.932856    70.882      -4.512    -1.820    -4.087    -2.624
0140320222_01   41.025517  -74.264774    82.617      -1.431     2.215    -1.817     1.910
0140320223_01   40.286308  -75.488693    60.200       0.462     3.438    -0.180     3.462
0140320224_01   40.350552  -75.265186   100.892      -3.829    -0.841    -3.602    -1.535
0140320225_01   39.975758  -74.582504    -7.995       0.665    -0.447     0.733    -0.316
