index,name,holc_id,holc_grade,geometry,loc_year,median,mean,min,max,std,num_pixels
166,,,C,"POLYGON ((603769.0534352041 4513976.940291146, 603954.4532264823 4514025.499400735, 603976.9011865964 4513902.434825717, 604025.7023852533 4513684.869013679, 604055.0195752757 4513568.957593719, 604057.7638018415 4513545.011703881, 604039.8779803375 4513532.768152319, 604008.701644639 4513523.93560078, 603985.8832540112 4513520.017442531, 603964.3190455674 4513512.519212049, 603934.3798291063 4513501.305873786, 603905.5263787198 4513498.502475103, 603861.1771216985 4513484.688765421, 603835.9176610908 4513483.135277102, 603817.9136630463 4513479.285139018, 603809.4210210443 4513483.962988315, 603767.667970055 4513628.48330105, 603745.3419132174 4513761.281260853, 603724.3712372268 4513883.303408893, 603719.2546549487 4513904.816725065, 603720.172679015 4513925.215287705, 603717.463239844 4513946.762205795, 603728.1273160507 4513958.90313738, 603756.8949232039 4513967.700382059, 603769.0534352041 4513976.940291146))",NYQueens1938,302.6680908203125,302.4368896484375,298.97613525390625,303.5845947265625,0.9008814096450806,143.0
167,,,D,"POLYGON ((604571.0297923567 4503989.450284805, 604496.6111504484 4503973.615104903, 604384.5215744185 4503944.021084375, 604267.6666017678 4503910.359117439, 604180.3816000631 4503888.320904044, 604083.3872088691 4503870.950698434, 603988.1877130608 4503844.093622851, 603939.0619266693 4503872.098626298, 603813.7515325879 4503948.606426704, 604150.1728722706 4504036.791644209, 604256.7950901664 4504055.098140638, 604414.915677087 4504068.526475023, 604438.4137454078 4504086.529690139, 604456.8234110264 4504084.29219004, 604475.4714704388 4504072.546993261, 604492.5801686675 4504055.977254706, 604518.0387931524 4504017.110946538, 604571.0297923567 4503989.450284805))",NYQueens1938,303.1600341796875,302.9004821777344,299.0886535644531,305.0971374511719,1.5062953233718872,96.0
0,,A1,A,"POLYGON ((581582.6330755105 4496294.993544739, 581533.0297952351 4496142.215984166, 581522.1558936851 4496151.512566977, 581511.6800638514 4496161.252118705, 581501.6204742927 4496171.417744469, 581491.9945713888 4496181.991810434, 581482.8190490863 4496192.955974424, 581474.1098199432 4496204.291217758, 581465.8819875494 4496215.977878259, 581458.1498203176 4496227.995684364, 581450.9267267694 4496240.323790321, 581444.2252322753 4496252.940812352, 581438.0569573485 4496265.824865769, 581432.4325975067 4496278.953602932, 581427.3619047375 4496292.30425205, 581422.853670601 4496305.853656662, 581400.7781088634 4496365.134227375, 581378.1926880559 4496424.223338088, 581355.0990840809 4496483.11664089, 581331.4990101672 4496541.809802487, 581307.3942167213 4496600.298504523, 581282.7864912055 4496658.578443887, 581257.6776579986 4496716.645333034, 581232.0695782627 4496774.494900297, 581205.9641497964 4496832.122890209, 581179.3633069006 4496889.525063782, 581152.2690202274 4496946.697198859, 581124.6832966333 4497003.635090397, 581144.0350246866 4497165.075168828, 581139.2444839885 4497183.798009836, 581134.9735240889 4497202.645192193, 581131.2253823963 4497221.602411183, 581128.0028994643 4497240.655278794, 581125.3085168579 4497259.789334638, 581123.1442753017 4497278.990056945, 581121.5118131484 4497298.242873564, 581120.4123651488 4497317.533173037, 581119.8467615206 4497336.846315692, 581119.815427341 4497356.167644742, 581120.3183822306 4497375.482497424, 581121.3552403519 4497394.776216109, 581122.9252107112 4497414.034159441, 581125.0270977824 4497433.241713434, 581124.0467250879 4497707.603209091, 581121.7531180382 4497719.619664739, 581119.9974819545 4497731.725751963, 581118.7832781449 4497743.897584578, 581118.1128995994 4497756.111146912, 581117.987666306 4497768.3423412, 581118.4078226687 4497780.567035123, 581119.3725370346 4497792.761109425, 581120.8799033645 4497804.9005055, 581122.9269450123 4497816.961272851, 581125.5096206227 4497828.919616347, 581128.6228321148 4497840.751943158, 581132.2604347663 4497852.434909296, 581136.4152493577 4497863.945465663, 581142.7695165172 4497870.120160769, 581148.6871803362 4497876.711314533, 581154.1407958337 4497883.688356123, 581159.105070498 4497891.018925055, 581163.5569815807 4497898.669021334, 581167.4758828594 4497906.603163169, 581170.8436003727 4497914.784551562, 581173.6445166863 4497923.175241017, 581175.8656432921 4497931.736315551, 581177.4966808181 4497940.4280692, 581178.5300667593 4497949.210190195, 581178.9610105231 4497958.041947933, 581178.7875155911 4497966.882381887, 581178.010388759 4497975.690491588, 581176.6332363391 4497984.42542677, 581174.6624474076 4497993.046676824, 581172.1071641231 4498001.514258662, 581168.330093311 4498011.35452734, 581165.1046969835 4498021.387705859, 581162.4408296638 4498031.583132176, 581160.3466297374 4498041.909648662, 581158.8284946197 4498052.335697337, 581157.8910612211 4498062.829416318, 581157.5371918217 4498073.358737189, 581157.7679653416 4498083.891483014, 581158.5826740768 4498094.395466659, 581159.9788259 4498104.838589164, 581161.9521518974 4498115.18893781, 581164.4966194434 4498125.414883655, 581167.6044506674 4498135.485178166, 581171.26614625 4498145.369048693, 581175.4705144736 4498155.036292506, 581180.2047054479 4498164.457369055, 581185.4542503923 4498173.603490238, 581191.2031058792 4498182.446708332, 581197.4337028719 4498190.960001389, 581204.1270004219 4498199.117355779, 581381.390286393 4498442.357563389, 581389.2611418918 4498450.377877942, 581396.6910510004 4498458.805205372, 581403.6588319089 4498467.61551733, 581410.1446205808 4498476.783693662, 581416.1299273793 4498486.283594034, 581421.5976897795 4498496.088132498, 581426.5323209894 4498506.169354748, 581430.9197543724 4498516.498517825, 581434.7474835394 4498527.046172098, 581438.004597969 4498537.78224524, 581440.6818141065 4498548.676127982, 581442.7715017895 4498559.6967614, 581444.2677059828 4498570.812725471, 581445.1661637246 4498581.992328663, 581445.4643162522 4498593.203698297, 581980.8014187225 4498445.894636387, 581671.1364442667 4497446.184286503, 581329.1232842318 4497558.597673869, 581250.9969802282 4497035.416410788, 581582.6330755105 4496294.993544739))",NYBrooklyn1938,302.24322509765625,302.00146484375,298.101318359375,306.76025390625,1.3258702754974363,946.0
1,,B1,B,"POLYGON ((585036.7728197383 4505044.324054206, 584991.3356955466 4504942.964768456, 584691.226316466 4505051.578487569, 584758.1357133116 4505242.811475985, 584526.3361928368 4505280.182587399, 584787.6449915819 4506035.335459504, 585138.5340258094 4505908.518715552, 585042.2224091331 4505629.335873672, 585193.3939678775 4505581.854252134, 585159.7540206882 4505362.997657116, 585036.7728197383 4505044.324054206))",NYBrooklyn1938,300.67034912109375,300.7687683105469,299.35400390625,302.3984680175781,0.7164456248283386,489.0
2,,B10,B,"POLYGON ((586608.0519317362 4496772.024174408, 586701.4513287514 4496090.062071945, 586202.122348552 4496471.649520784, 585820.8722185269 4495962.782472096, 585554.3895571089 4495619.616263589, 585710.6001412686 4495636.988141618, 585795.6727665836 4495038.594403289, 584590.0859951909 4495941.217725272, 585213.1208361121 4496767.261838631, 585073.6457498813 4496866.615600147, 585130.0006854963 4496932.154973331, 585135.1351954427 4496975.476794174, 585479.6619131078 4497406.074971514, 585669.2364422054 4497642.210527126, 585848.124608089 4497501.141224353, 586035.7552323939 4497340.680145845, 586497.6433575189 4496972.897186819, 586421.4506194422 4496867.859072657, 586529.5263792376 4496781.484708922, 586608.0519317362 4496772.024174408))",NYBrooklyn1938,302.6243591308594,302.6556396484375,300.3418273925781,305.2634582519531,0.8943827748298645,2669.0
3,,B11,B,"POLYGON ((587428.2802114517 4498042.634553942, 587531.8410209613 4497356.909663172, 587060.2550773011 4497279.275851868, 587041.916067785 4497367.420047808, 586860.6215326734 4497396.546042825, 586845.4995256029 4497374.310208051, 586790.1400097316 4497742.203819139, 586996.8308851906 4497775.659564408, 586960.5732518786 4498039.590349932, 587417.0827273797 4498113.029482542, 587428.2802114517 4498042.634553942))",NYBrooklyn1938,303.1674499511719,302.9563903808594,299.8874206542969,304.6023254394531,0.8992149233818054,486.0
4,,B12,B,"POLYGON ((587517.6625101854 4494913.670271065, 587532.0170394892 4494804.647904321, 587078.2159427683 4494740.224876075, 587058.8625226369 4494933.337011972, 587126.0900948581 4494946.143966029, 587087.2671576975 4495256.222573919, 587452.6922048106 4495320.988704156, 587517.6625101854 4494913.670271065))",NYBrooklyn1938,302.75091552734375,302.8070983886719,301.9974365234375,303.8498840332031,0.3651555776596069,234.0
5,,B13,B,"POLYGON ((588990.2941049762 4498146.557636444, 589210.2048575918 4496605.79351372, 589449.2132380209 4495079.098985103, 588302.6382352777 4494898.444976052, 588295.0163761607 4495018.209991717, 588373.2184936828 4495038.170462104, 588333.4390555465 4495322.78641001, 588440.2354423557 4495339.252123447, 588391.5123739542 4495547.023070282, 588298.4056885896 4495533.004464678, 588179.9916713013 4496367.278639022, 588115.6617394402 4496365.715743696, 588074.3284141892 4496595.981310334, 588326.2920944847 4496646.238436386, 588281.1572635293 4496925.321732691, 588247.8869044497 4496921.07888406, 588205.2567161957 4497189.317300541, 588131.1941586353 4497169.669824735, 588094.7543448774 4497455.670055636, 588020.9344589222 4497438.184898125, 587984.0563345102 4497711.729911225, 587839.5433394108 4497690.996545985, 587838.6694468302 4497707.877425293, 587838.3910960808 4497724.778476811, 587838.7086263547 4497741.678859171, 587839.6216420413 4497758.557732115, 587841.1290132416 4497775.394282188, 587843.228877187 4497792.167748412, 587845.9186405425 4497808.857447864, 587849.1949826441 4497825.442801198, 587853.0538595907 4497841.903358001, 587857.4905092639 4497858.218822008, 587862.4994572114 4497874.369076115, 587868.0745234166 4497890.334207186, 587874.2088299338 4497906.094530592, 587880.894809395 4497921.630614464, 587888.1242143353 4497936.923303658, 587895.8881273986 4497951.953743344, 587904.1769723322 4497966.703402256, 587912.9805258136 4497981.154095515, 587922.287930062 4497995.288007041, 587932.0877062432 4498009.08771151, 587942.3677686233 4498022.536195813, 587953.1154394846 4498035.61688002, 587964.3174647657 4498048.31363782, 587975.9600303988 4498060.61081636, 587988.0287793577 4498072.493255548, 588000.5088293582 4498083.946306729, 588013.3847912054 4498094.955850712, 588026.6407877752 4498105.508315176, 588040.2604735837 4498115.590691382, 588054.2270549429 4498125.190550195, 588068.5233106628 4498134.296057388, 588250.2819920527 4498165.320945946, 588863.369713928 4498270.004556408, 588920.2386387686 4498137.50928272, 588990.2941049762 4498146.557636444))",NYBrooklyn1938,303.2831115722656,303.15521240234375,299.9589538574219,307.1068420410156,0.8717783689498901,3711.0
6,,B14,B,"POLYGON ((589795.2847377139 4499036.732549324, 589825.4403020137 4498786.790558833, 589949.9126476669 4498800.30944114, 589976.5383950889 4498510.266192049, 590151.4232555743 4498532.158586182, 590207.6914422326 4497970.101773288, 590037.0076309736 4497953.014234778, 590055.5856516646 4497663.842266086, 589314.9717166407 4496953.911379541, 589435.4608160991 4496747.036030645, 589425.6460615132 4496737.748237096, 589210.2048575918 4496605.79351372, 588990.2941049762 4498146.557636444, 589407.1222932857 4498200.008536562, 589372.8747114289 4498456.931097261, 589141.9351164751 4498436.137419536, 589021.4624923748 4498507.788293135, 589015.8283849499 4498513.122237721, 589009.8213808504 4498518.035845473, 589003.4730042819 4498522.503331712, 588996.8165707181 4498526.50125292, 588989.8870120655 4498530.008629749, 588982.7206933537 4498533.00705707, 588975.3552219326 4498535.480800549, 588967.8292501138 4498537.416879181, 588960.1822723666 4498538.8051334, 588952.454418083 4498539.638278366, 588944.6862410088 4498539.911942193, 588686.4677958111 4498868.241797531, 588920.3738461928 4498892.059792918, 588909.7378448561 4499025.094045215, 589788.5783058743 4499092.719022259, 589795.2847377139 4499036.732549324))",NYBrooklyn1938,303.7742004394531,303.67034912109375,300.9266357421875,306.9526672363281,0.7963336706161499,2077.0
7,,B15,B,"POLYGON ((590665.690535188 4497911.414393232, 589435.4608160991 4496747.036030645, 589314.9717166407 4496953.911379541, 590055.5856516646 4497663.842266086, 590037.0076309736 4497953.014234778, 590207.6914422326 4497970.101773288, 590151.4232555743 4498532.158586182, 590718.8055402915 4498576.102765105, 590702.8475973802 4498813.206407123, 590844.9580087228 4498946.102145374, 590904.957104924 4498230.924617958, 590641.9490578612 4498201.68154275, 590665.690535188 4497911.414393232))",NYBrooklyn1938,303.4507141113281,303.370849609375,301.2340087890625,305.95562744140625,0.8068011403083801,936.0
8,,B16,B,"POLYGON ((589449.2132380209 4495079.098985103, 589210.2048575918 4496605.79351372, 589425.6460615132 4496737.748237096, 589435.4608160991 4496747.036030645, 590665.690535188 4497911.414393232, 590947.7323319744 4497946.899781103, 590984.7688078828 4497630.916276881, 590696.5745341785 4497604.366149196, 590735.4692363332 4497135.167150849, 590620.9855096122 4497124.759176185, 590680.1238454728 4496561.632125363, 590541.8509946892 4496439.763018576, 591017.0291166031 4495896.682396427, 590820.0783651853 4495720.993067878, 590839.4985869649 4495695.186861993, 590545.0539656787 4495432.166823085, 590220.7509321048 4495805.859004357, 590151.0166369665 4495751.927271756, 589998.0654085648 4495927.366536615, 589739.3132184451 4495704.884970436, 590154.2324838311 4495237.101518543, 590154.229407929 4495198.177966903, 589515.1622284689 4495089.495379105, 589449.2132380209 4495079.098985103))",NYBrooklyn1938,303.4230041503906,303.36029052734375,299.7386779785156,307.6311340332031,0.8404251337051392,3015.0
9,,B17,B,"POLYGON ((588583.8715371134 4492389.405256161, 588523.9261914751 4492811.962944261, 588555.5060797451 4492863.281172844, 588935.7191709846 4492898.249944279, 589515.3252859523 4492781.337673651, 589778.2664076438 4492798.929631685, 589821.746700097 4492496.43057687, 589047.1421891517 4492362.076466231, 589084.9187575751 4492130.439291546, 588513.5893531673 4492055.088310018, 588486.9219460413 4492267.621543287, 588590.2797274587 4492357.234116912, 588583.8715371134 4492389.405256161))",NYBrooklyn1938,302.5801696777344,302.3409423828125,297.9705505371094,304.2060852050781,1.1102651357650757,771.0
10,,B2,B,"POLYGON ((593926.9636460645 4504140.095797835, 593964.3748074733 4504071.931479293, 593480.0365873089 4503768.648047391, 593349.6374308867 4503834.047624323, 593273.1837455136 4503923.13939207, 593264.6955448196 4504119.142825044, 593442.4902598095 4504437.544533503, 593571.4175846486 4504249.069204495, 593776.2341340685 4504414.737872555, 593926.9636460645 4504140.095797835))",NYBrooklyn1938,301.6194152832031,301.41571044921875,297.8135681152344,303.82781982421875,1.5618799924850464,315.0
11,,B3,B,"POLYGON ((587718.5679268064 4502809.632920518, 587168.7653548392 4502955.265405296, 587162.3664881068 4503089.679160569, 587162.0840957976 4503098.852639195, 587161.2710565475 4503107.994565698, 587159.9300789088 4503117.074506889, 587158.0656288957 4503126.062236149, 587155.6839150919 4503134.927834047, 587152.7928679563 4503143.641787936, 587149.402113399 4503152.175090175, 587145.5229407119 4503160.499334701, 587141.168264978 4503168.586811559, 587136.3525840493 4503176.410599135, 587131.0919302698 4503183.944653753, 587125.4038170946 4503191.163896359, 587119.3071807812 4503198.044295979, 587114.3375314607 4503203.642818918, 587108.9400166017 4503208.833365293, 587103.1482721276 4503213.583590715, 587096.9983904199 4503217.863894745, 587090.5286954058 4503221.6476053, 587083.7795037521 4503224.911144837, 587076.7928736343 4503227.634177234, 587069.6123426764 4503229.799734487, 587062.2826566615 4503231.394322422, 587054.8494907264 4503232.408004762, 587047.359164758 4503232.834465016, 587039.8583547985 4503232.671045845, 587032.3938021992 4503231.918765609, 587025.0120223913 4503230.582312018, 587017.7590150618 4503228.67001293, 587010.6799775293 4503226.193784474, 587003.8190231295 4503223.1690568, 586997.2189063426 4503219.614677959, 586990.9207564016 4503215.552796478, 586984.9638209933 4503211.008723363, 586979.3852217104 4503206.010774422, 586975.9360605153 4503194.236914402, 586973.0666230607 4503182.309722208, 586970.7837225167 4503170.257505422, 586969.0927800389 4503158.108868621, 586967.9978118893 4503145.892645511, 586967.5014198613 4503133.637830487, 586967.6047850787 4503121.373509832, 586968.3076651772 4503109.128792669, 586969.6083948417 4503096.932741886, 586971.5038897266 4503084.814305149, 586973.9896537605 4503072.802246185, 586977.0597897778 4503060.925076507, 586980.7070135013 4503049.210987736, 586984.9226708009 4503037.687784669, 586989.6967582081 4503026.382819276, 586995.0179466381 4503015.322925758, 587000.8736082637 4503004.534356841, 587007.2498464601 4502994.042721434, 587014.1315287839 4502983.87292385, 587018.6967007748 4502977.368909437, 587022.8012347457 4502970.567037868, 587026.4256294485 4502963.499622892, 587029.5526645409 4502956.200239962, 587032.1674824249 4502948.703566759, 587034.2576588583 4502941.045218463, 587035.8132620056 4502933.261578568, 587036.8268996516 4502925.38962603, 587037.2937543563 4502917.466759608, 587037.2116063748 4502909.530620188, 587036.5808442291 4502901.618911957, 587035.4044629099 4502893.769223269, 587033.6880496598 4502886.01884806, 587031.4397574852 4502878.404608658, 586348.9704844863 4501761.980724205, 586267.1042029148 4501821.07930511, 586385.548758883 4502003.40071528, 586293.1818630901 4502067.178712466, 586445.6365381675 4502296.325408685, 586320.8314326121 4502385.342153376, 586781.5560018811 4503134.944797989, 586621.5278601941 4503213.128138487, 586646.3250064496 4503291.866565813, 586552.5417674383 4503340.403954487, 586626.3893435444 4503485.352082345, 586716.0043527361 4503518.416749499, 586813.0368541743 4503549.8764374, 587614.6636094392 4503306.33483882, 587718.5679268064 4502809.632920518))",NYBrooklyn1938,300.205810546875,300.29864501953125,297.67498779296875,302.6018371582031,0.760075569152832,907.0
12,,B4,B,"POLYGON ((588158.6825233294 4502469.312645359, 588682.3094405024 4502414.438265995, 588718.9473347501 4502677.86830417, 590552.7428779262 4502557.702527066, 590539.3547697957 4502016.867383549, 590539.2522590271 4502012.770641461, 590347.2375340369 4501893.189430216, 590345.0216359666 4501891.809436595, 590336.9218346206 4501896.24501534, 590328.5917126924 4501900.234975729, 590320.0559508096 4501903.767497195, 590311.339838741 4501906.832114403, 590302.4692004876 4501909.419748246, 590293.4703177775 4501911.522732743, 590284.369852217 4501913.134837723, 590275.1947663128 4501914.25128729, 590265.9722436001 4501914.86877396, 589863.7809268546 4501940.419664449, 588580.9944527933 4501805.802904909, 588580.6484926065 4501805.766628812, 588568.8950911113 4501948.944261283, 588567.2213530331 4501952.750301911, 588565.0656877913 4501956.307607399, 588562.4645890984 4501959.55595688, 588559.4620912012 4501962.440359896, 588556.1090233994 4501964.911987267, 588552.462149561 4501966.928997668, 588548.5832071806 4501968.457245885, 588544.5378622618 4501969.470860836, 588139.0797814848 4501946.236160199, 588139.1535110561 4501950.245814145, 588140.9855919479 4502049.84186696, 588202.3085713868 4502266.738421069, 587778.9784508343 4502383.417854127, 587728.5248412372 4502757.372229389, 588207.3312360991 4502636.951894864, 588207.3787508918 4502632.949567394, 588158.6825233294 4502469.312645359))",NYBrooklyn1938,301.39752197265625,301.4703369140625,298.42791748046875,304.59320068359375,1.0003806352615356,1948.0
13,,B5,B,"POLYGON ((588139.0797814848 4501946.236160199, 588544.5378622618 4501969.470860836, 588548.5832253818 4501968.45728411, 588552.4621864116 4501966.929060413, 588556.1090761629 4501964.912061553, 588559.4621541661 4501962.440434034, 588562.4646538999 4501959.55602102, 588565.0657438029 4501956.307653995, 588567.2213878583 4501952.750326124, 588568.8950911113 4501948.944261283, 588580.6484926065 4501805.766628812, 588580.9944527933 4501805.802904909, 588658.7094587807 4501022.805124684, 588983.8673391343 4501058.207221146, 589013.184847333 4500623.74008572, 588285.5479046563 4500557.194101054, 588292.6174827683 4500469.590271096, 588264.9292169414 4500465.657899086, 588287.3071818037 4500104.350512595, 588379.4739703817 4499857.979980439, 588093.507304187 4499832.225062137, 588010.5983564316 4500451.894629762, 587822.7074719205 4500432.855995254, 587559.8215813881 4500296.820232793, 587529.5670584126 4500476.64677498, 587491.8291876778 4500541.067339214, 587368.1426486071 4500788.718569437, 587752.8087042565 4500992.037559331, 587651.6568077563 4501866.81142048, 587848.0208920434 4501886.744366821, 588139.4310723768 4501916.616294838, 588139.0797814848 4501946.236160199))",NYBrooklyn1938,301.0323791503906,301.1754150390625,297.67413330078125,306.2884216308594,1.475006341934204,1963.0
14,,B6,B,"POLYGON ((591052.4016339745 4499583.338952361, 590768.0368269136 4499331.576031693, 590533.1805552871 4499304.685444245, 590553.6575485581 4499108.7016545, 589795.2847377139 4499036.732549324, 589788.5783058743 4499092.719022259, 589775.7410875305 4499275.280874162, 589446.8344676774 4499246.088594173, 589434.854750162 4499339.654151393, 589179.6094782096 4499317.924700461, 589130.157363907 4499939.230432193, 589425.8555652992 4499959.598634259, 589433.8269751391 4499898.428051533, 590206.3048904308 4499943.797582019, 590181.3489884433 4500311.08559, 590119.8130321808 4500313.943316311, 590083.4289411051 4500729.122184042, 589013.184847333 4500623.74008572, 588983.8673391343 4501058.207221146, 590376.2929632229 4501178.301502261, 590915.2983836877 4501235.320898881, 591775.2167584628 4500241.694284851, 591273.6525972753 4499781.428020418, 591052.4016339745 4499583.338952361))",NYBrooklyn1938,303.46295166015625,303.36444091796875,298.9175720214844,306.8052673339844,0.8835640549659729,3884.0
15,,B7,B,"POLYGON ((588093.507304187 4499832.225062137, 588135.7181071263 4499526.785094226, 588686.4677958111 4498868.241797531, 588944.6862410088 4498539.911942193, 588832.5803169921 4498457.215639509, 588838.9256717307 4498397.21442605, 588585.0284496561 4498447.054774669, 588403.346463403 4498408.847612392, 588391.3470268692 4498400.181694691, 588379.7090058669 4498391.039698413, 588368.4514259342 4498381.436565962, 588357.5926909319 4498371.387993569, 588347.1505529514 4498360.910405659, 588337.14208329 4498350.020928011, 588327.5836445567 4498338.73735979, 588318.4908639081 4498327.078144476, 588309.8786075001 4498315.062339719, 588301.7609561809 4498302.709586226, 588294.1511824672 4498290.040075656, 588287.0617288246 4498277.074517644, 588280.504187328 4498263.834105948, 588274.4892806932 4498250.340483843, 588269.0268447332 4498236.615708735, 588264.1258122622 4498222.682216127, 588259.7941984785 4498208.562782967, 588256.039087838 4498194.280490396, 588252.8666224591 4498179.858686065, 588250.2819920527 4498165.320945946, 588068.5233106628 4498134.296057388, 587428.2802114517 4498042.634553942, 587417.0827273797 4498113.029482542, 586976.9979996703 4500276.44931476, 587491.8291876778 4500541.067339214, 587529.5670584126 4500476.64677498, 587559.8215813881 4500296.820232793, 587822.7074719205 4500432.855995254, 588010.5983564316 4500451.894629762, 588093.507304187 4499832.225062137))",NYBrooklyn1938,301.79681396484375,301.74932861328125,298.77838134765625,308.6329040527344,1.0935081243515017,2977.0
16,,B8,B,"POLYGON ((581963.7398211346 4499073.911987443, 582182.8703354069 4498980.217577526, 582167.8307514834 4498885.940370779, 582366.6263223737 4498814.050596105, 582227.5862127752 4498389.994901216, 581960.3572238786 4497464.835121077, 581766.7721093846 4496830.810907925, 581722.6972916897 4496633.036673225, 581582.6330755105 4496294.993544739, 581250.9969802282 4497035.416410788, 581329.1232842318 4497558.597673869, 581671.1364442667 4497446.184286503, 581980.8014187225 4498445.894636387, 581445.4643162522 4498593.203698297, 581438.1480023342 4498600.094559588, 581431.221574032 4498607.374255147, 581424.7058221959 4498615.020931323, 581418.620304711 4498623.011632947, 581412.9832877935 4498631.322372242, 581407.8116911666 4498639.928200861, 581403.1210372879 4498648.803284796, 581398.9254047599 4498657.920981949, 581395.2373861009 4498667.253922125, 581392.0680499484 4498676.774089208, 581389.4269078665 4498686.452905272, 581387.3218858095 4498696.261316388, 581385.7593003535 4498706.16987983, 581384.7438397688 4498716.148852484, 581384.2785499616 4498726.168280123, 581384.3648253712 4498736.198087326, 581385.0024047958 4498746.20816776, 581386.1893722119 4498756.168474546, 581387.9221625582 4498766.049110454, 581390.1955724403 4498775.820417621, 581400.9261656032 4498786.995074255, 581411.2391485637 4498798.553289189, 581421.1207124146 4498810.479582292, 581430.5576261799 4498822.757980609, 581439.5372545244 4498835.372039754, 581448.0475746837 4498848.304865964, 581456.0771925417 4498861.539138723, 581463.6153578865 4498875.057133988, 581470.6519787989 4498888.840747921, 581477.177635151 4498902.87152116, 581483.1835912104 4498917.130663548, 581488.6618073323 4498931.599079307, 581493.6049506994 4498946.257392617, 581498.0064051391 4498961.085973587, 581501.8602799602 4498976.064964531, 581505.1614178263 4498991.174306591, 581507.905401647 4499006.393766589, 581510.0885604734 4499021.70296413, 581511.7079744006 4499037.081398912, 581512.7614784484 4499052.508478159, 581513.247665457 4499067.963544228, 581513.1658879417 4499083.425902242, 581512.5162589429 4499098.874847827, 581511.3392240477 4499113.882191961, 581509.6263125165 4499128.838174635, 581507.3797014741 4499143.723815271, 581504.6022453308 4499158.520222789, 581537.0181454836 4499226.953264401, 581963.7398211346 4499073.911987443))",NYBrooklyn1938,301.39532470703125,301.32952880859375,298.765380859375,303.1802978515625,0.8301631212234497,1410.0
17,,B9,B,"POLYGON ((583639.7717150808 4498225.293347704, 583588.7347468504 4498151.425497133, 583794.2913636178 4497999.937306048, 583730.1088873585 4497915.103963112, 584065.1967901094 4497657.632048219, 583637.2519130324 4497095.031944259, 583543.18566469 4496966.792290749, 583540.3098734941 4496963.547781241, 583537.8844744761 4496959.956690127, 583535.9510879801 4496956.080639839, 583534.5428916162 4496951.986142853, 583533.6840508858 4496947.743460374, 583533.3893044489 4496943.4253967, 583533.6637111438 4496939.106049922, 583534.5025631175 4496934.859540398, 583535.8914665335 4496930.758738857, 583537.8065885216 4496926.874015884, 583540.2150660919 4496923.272034332, 583543.0755700164 4496920.014605333, 583546.3390140226 4496917.157627543, 583549.949397105 4496914.750127859, 583553.8447645074 4496912.833420044, 583661.4447395278 4496820.905793561, 583302.5031895612 4496374.217496995, 582820.2609271943 4496796.390405768, 582703.8936099454 4496411.523928363, 582532.3883360201 4495874.789726586, 582277.2691014771 4495941.075776278, 582335.0982964612 4496167.067474654, 582225.539551248 4496254.994203827, 582352.8395985293 4496562.866212339, 582256.7530029672 4496614.883083047, 582192.6937238009 4496498.001590947, 581884.8007008443 4496062.947252419, 581845.5781692371 4495972.37479993, 581715.345682309 4495745.586658633, 581710.9349327838 4495742.232869615, 581706.2191943348 4495739.319836517, 581701.2427052925 4495736.874887197, 581696.0521502439 4495734.920958351, 581690.6962220741 4495733.476380315, 581685.2251651369 4495732.554705065, 581679.6903038872 4495732.164579091, 581674.1435613737 4495732.309662249, 581668.6369721023 4495732.988593442, 581663.2221938672 4495734.195003379, 581657.9500231096 4495735.917574341, 581652.8699183644 4495738.140146372, 581648.029536264 4495740.841868896, 581584.1120090871 4495976.516247492, 581587.5663482915 4495982.741700734, 581590.4959599277 4495989.228589864, 581592.8810656113 4495995.933116958, 581594.7055634292 4496002.81001489, 581595.9571366024 4496009.812852992, 581596.6273366141 4496016.894350538, 581596.7116402047 4496024.006695997, 581596.2094798649 4496031.101869831, 581595.1242476318 4496038.131968721, 581593.4632721292 4496045.049528968, 581591.2377690516 4496051.807846939, 581588.4627654011 4496058.361294382, 581585.1569979908 4496064.665626441, 581575.757963358 4496096.612524888, 581533.0297952351 4496142.215984166, 581582.6330755105 4496294.993544739, 581722.6972916897 4496633.036673225, 581766.7721093846 4496830.810907925, 581960.3572238786 4497464.835121077, 582227.5862127752 4498389.994901216, 582366.6263223737 4498814.050596105, 582167.8307514834 4498885.940370779, 582182.8703354069 4498980.217577526, 581963.7398211346 4499073.911987443, 581997.3562371244 4499215.444970537, 582061.6038026809 4499313.263811802, 582316.6869387688 4499148.891704239, 582851.3066855132 4498748.347358339, 582922.6825971439 4498837.248590582, 583304.9152157479 4498541.153337492, 583276.2520497323 4498497.779036942, 583639.7717150808 4498225.293347704))",NYBrooklyn1938,301.6889953613281,301.7403869628906,298.8911437988281,306.7328796386719,1.1449971199035645,4757.0
